?cls	?def	?xrefs
<https://www.tib.eu/digitrubber#DIGITRUBBER_000341>	"Maschine mit zwei gegensätzlich drehenden Walzen, häufig erwärmbar oder kühlbar, welche gewöhnlich mit verschiedenen Umfangsgeschwindigkeiten betrieben werden, und mit einstellbarem Walzenspalt zum Mastizieren, Mischen, Verschneiden, Vorwärmen oder zum Auswalzen"@de	
<http://purl.obolibrary.org/obo/CHEBI_72695>	"Any molecule that consists of at least one carbon atom as part of the electrically neutral entity."@en	
<https://w3id.org/pmd/co/PMD_0000659>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000298>	"Der Buchstabe \"N\" wird verwendet, um eine normale Vulkanisationsgeschwindigkeit anzugeben, die typisch ist für Furnace Blacks, die nicht speziell modifiziert wurden, um die Vulkanisierungsgeschwindigkeit zu ändern"@de	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000573>	"Verhältnis von Normalspannung zur Belastung, wobei jede durch eine komplexe Zahl dargestellt werden kann"@de	
<https://w3id.org/pmd/co/PMD_0000768>		
<https://w3id.org/pmd/co/PMD_0000526>		
<https://w3id.org/pmd/co/PMD_0000502>		
<https://w3id.org/pmd/co/PMD_0000962>		
<https://w3id.org/pmd/co/PMD_0000611>		
<https://w3id.org/pmd/co/PMD_0000853>		
<https://w3id.org/pmd/co/PMD_0000986>		
<https://w3id.org/pmd/co/PMD_0000635>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000395>		
<https://w3id.org/pmd/co/PMD_0000877>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000329>	"Handelsname für ein spezifisches Zink-Dibenzyldithiocarbamat"@de	
<https://w3id.org/pmd/co/PMD_0020039>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_0000007>		
<http://purl.obolibrary.org/obo/BFO_0000140>		
<https://www.tib.eu/digitrubber#ROi3BNAY7lNum6bqHYNnKv>	"provide a human-readable definition of the type of entity the class refers to"@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000130>	"A person that operates some apparatus or machine."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000193>	"A graph presents a number of peaks, showing the intensity and wavelength position of the Raman scattered light, in which each peak corresponds to a specific molecular bond vibration."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000345>	"A physical quality which inheres in a bearer by virtue of its speed rotating around itself."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000039>	"A subset of machine learning that is part of the broader family of machine learning methodologies based on artificial neural networks. A deep neural network has multiple layers between input and output layers to progressively extract higher level features from the raw input. (After DeepAI Machine Learning Glossary and Terms) [ NCI ]"@en	
<http://purl.obolibrary.org/obo/CHEBI_33385>	"An actinoid atom that has formula Th."	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000293>	"type of rubber having an unsaturated carbon main chain derived mostly from butadiene or a substituted butadiene"@en	
<http://purl.obolibrary.org/obo/BFO_0000020>	"b is a relational specifically dependent continuant = Def. b is a specifically dependent continuant and there are n &gt; 1 independent continuants c1, … cn which are not spatial regions are such that for all 1  i &lt; j  n, ci  and cj share no common parts, are such that for each 1  i  n, b s-depends_on ci at every time t during the course of b’s existence (axiom label in BFO2 Reference: [131-004])"@en	
<https://w3id.org/pmd/co/PMD_0000923>		
<https://w3id.org/pmd/co/PMD_0000814>		
<https://w3id.org/pmd/co/PMD_0000947>		
<https://w3id.org/pmd/co/PMD_0020096>		
<https://w3id.org/pmd/co/PMD_0020072>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000424>	"machine which, through the use of a screw or a hydraulic ram, continuously shapes a material by forcing it through a die or dies"@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000428>	"rotating member with one or more helical grooves, used to propel rubber along the barrel of an extruder"@en	
<https://w3id.org/pmd/co/PMD_0001021>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000093>	"Control variable for setting the temperature of the cylinder."@en	
<http://purl.obolibrary.org/obo/BFO_0000034>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000501>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000012>	"The spatial arrangement of something as distinct from its substance."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000525>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000634>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000325>	"Handelsname für ein spezifisches Tetrabenzylthiuramdisulfid"@de	
<http://purl.obolibrary.org/obo/OBI_0000112>	"a role borne by a material entity that is gained during a specimen collection process and that can be realized by use of the specimen in an investigation"@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000026>	"An agent is a system that perceives its environment through sensors and can interact with it through actions."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000132>	"An individual who is responsible for managing or operating a business, organization, team or department."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000029>	"Function approximation method  is a technique for estimating an unknown underlying function using historical or available observations from the domain."@en	
<http://purl.obolibrary.org/obo/CHEBI_33353>	"A manganese group element atom that has formula Tc."	
<https://w3id.org/pmd/co/PMD_0000900>		
<http://purl.obolibrary.org/obo/CHEBI_27638>	"A cobalt group element atom that has atomic number 27."	
<https://w3id.org/pmd/co/PMD_0000924>		
<http://purl.obolibrary.org/obo/OBI_0000018>	"a role realized through the process of supplying materials such as animal subjects, reagents or other materials used in an investigation."@en	
<https://w3id.org/pmd/co/PMD_0000815>		
<http://purl.obolibrary.org/obo/CHEBI_28984>	"A boron group element atom that has formula Al."	
<http://purl.obolibrary.org/obo/OBI_0000835>	"A person or organization that has a manufacturer role"@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000124>	"Processed raw materials that are not used for final consumption but as input for the production of finished goods in the system under investigation. Constitutes an entity in the material cost and waste management cost group."@en	
<https://w3id.org/pmd/co/PMD_0020073>		
<http://purl.obolibrary.org/obo/CHEBI_33355>		
<https://w3id.org/pmd/co/PMD_0001020>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000307>	"compounding ingredient used to retard deterioration by ageing"@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000524>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000415>		
<http://purl.obolibrary.org/obo/BFO_0000142>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000633>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000006>	"geometrical method to determine distances \nbetween to points"@en	
<http://purl.obolibrary.org/obo/IAO_0000100>	"A data item that is an aggregate of other data items of the same type that have something in common. Averages and distributions can be determined for data sets."@en	
<http://purl.obolibrary.org/obo/CHEBI_27563>	"A pnictogen that has formula As."	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000335>	"Masse an Mischungsbestandteilen, die zu 100 Masseeinheiten Kautschuk hinzugefügt werden"@de	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000548>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000439>		
<https://w3id.org/pmd/co/PMD_0000816>		
<https://w3id.org/pmd/co/PMD_0000949>		
<http://purl.obolibrary.org/obo/CHEBI_33389>	"An actinoid atom that has formula Am."	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000225>	"A statistical procedure that uses an orthogonal transformation to convert a set of observations of possibly correlated variables into a set of values of linearly uncorrelated variables called principal components."@en	
<https://w3id.org/pmd/co/PMD_0000901>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000604>	"Any substituent group or skeleton containing carbon."@en	
<https://w3id.org/pmd/co/PMD_0000925>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000308>	"Handelsname für ein spezifisches Alterungsschutzmittel"@de	
<https://w3id.org/pmd/co/PMD_0020074>		
<https://w3id.org/pmd/co/PMD_0020050>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000042>	"The output layer in an artificial neural network is the last layer of neurons that produces given outputs for the program."@en	
<http://purl.obolibrary.org/obo/CHEBI_49957>	"A noble gas atom that has formula Xe."	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000297>	"An elemental carbon in the form of virtually pure colloidal particles that are produced by incomplete combustion or thermal decomposition of gaseous or liquid hydrocarbons under controlled conditions. A black, finely divided pellet or powder, its properties of specific surface area, particle size and structure, conductivity and colour can be varied by varying the exact conditions for its production. It is used in tyres, rubber and plastic products, printing inks and coatings."@en	"PMID:26803751 PMID:24291665 CAS:1333-86-4 Wikipedia:Carbon_black PMID:25071917 KEGG:C19202 PMID:24669321"
<https://www.tib.eu/digitrubber#DIGITRUBBER_000282>	"Rigid group of coalesced particles which is the smallest entity that can be dispersed by normal rubber processing"@en	
<http://purl.obolibrary.org/obo/BFO_0000145>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000503>		
<http://purl.obolibrary.org/obo/IAO_0000102>	"Data about an ontology part is a data item about a part of an ontology, for example a term"@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000612>		
<https://w3id.org/pmd/co/PMD_0020098>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000493>	"raw, compounded, vulcanized or partially vulcanized rubber in the form of end-of-life rubber products or factory scrap"@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000586>	"Presse, die zwei oder mehrere übereinanderliegende beheizte Platten besitzt, zwischen denen die Formteile gepresst werden"@de	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000091>	"Control variable for setting the temperature of the screw."@en	
<http://purl.obolibrary.org/obo/CHEBI_33273>	"An anion consisting of more than one atom."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000636>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000527>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000418>		
<https://w3id.org/pmd/co/PMD_0000926>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000572>	"Verhältnis von Schubspannung zu Scherdehnung, wobei jede durch eine komplexe Zahl dargestellt werden kann"@de	
<https://w3id.org/pmd/co/PMD_0000817>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000618>	"\"A unit which is a standard measure of physical quantity consisting of only a numerical number without any units.\" [Wikipedia:Wikipedia]"@en	
<http://purl.obolibrary.org/obo/CHEBI_33395>	"An actinoid atom that has formula Md."	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000646>	"A synthetic cis-1,4-polyisoprene, made by the industrial polymerisation of isoprene."@en	
<https://w3id.org/pmd/co/PMD_0000902>		
<http://purl.obolibrary.org/obo/CHEBI_33357>		
<https://w3id.org/pmd/co/PMD_0020075>		
<https://w3id.org/pmd/co/PMD_0020051>		
<http://purl.obolibrary.org/obo/BFO_0000035>		
<http://purl.obolibrary.org/obo/IAO_0000183>	"A dendrogram is a report graph which is a tree diagram\nfrequently used to illustrate the arrangement of the clusters produced by a\nclustering algorithm."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000546>	"The normal action performed by a structure or device."@en	
<https://w3id.org/pmd/co/PMD_0000590>		
<http://purl.obolibrary.org/obo/BFO_0000011>		
<https://w3id.org/pmd/co/PMD_0020099>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000138>	"A maintenance metric that measures the average amount of time a non-repairable asset operates before it fails in the system under investigation. Constitutes a factor of the maintenance cost group."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000160>	"A machine that pushes unvulcanized rubber compounds through an extrusion die under pressure. Constitutes an entity sub-group of the machine entity."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000189>	"Emission of electromagnetic energy with a shorter frequency (longer wavelength) than that of the incident monochromatic light. Arises from the low probability absorption of quanta with a higher energy than that required for a transition: the difference in energy is emitted as a lower frequency (energy) photon. Allows analysis of vibrational and rotational energy levels using visible incident light. [ NCI ]"@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000090>	"Screw torque is a measured variable that indicates how high the torque of the screw is during extrusion."@en	
<http://purl.obolibrary.org/obo/CHEBI_33261>	"An organosulfur compound is a compound containing at least one carbon-sulfur bond."@en	"Wikipedia:Organosulfur_compounds"
<https://w3id.org/pmd/co/PMD_0000834>		
<https://w3id.org/pmd/co/PMD_0000507>		
<https://w3id.org/pmd/co/PMD_0000967>		
<https://w3id.org/pmd/co/PMD_0000858>		
<https://w3id.org/pmd/co/PMD_0000616>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000379>	"A mixer device designed for mechanically mixing/blending materials."@en	
<https://w3id.org/pmd/co/PMD_0020052>		
<https://w3id.org/pmd/co/PMD_0000810>		
<https://w3id.org/pmd/co/PMD_0000943>		
<http://purl.obolibrary.org/obo/OBI_0001930>	"A value specification that is specifies one category out of a fixed number of nominal categories"@en	
<http://purl.obolibrary.org/obo/CHEBI_27007>	"A carbon group element atom that has formula Sn."	
<http://purl.obolibrary.org/obo/BFO_0000038>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000599>	"A bivalent group formed by removing two hydrogen atoms from a hydrocarbon, the free valencies of which are not engaged in a double bond."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000536>	"A measurement protocol for reliably reproducing the density measurement assay."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000592>	"An assay with the objective to produce information about the molecular weight distribution of the material entity that is the evaluant, by physically examining it or its proxies."@en	
<https://w3id.org/pmd/co/PMD_0001025>		
<http://purl.obolibrary.org/obo/BFO_0000147>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000352>	"\"A rotational frequency unit which is equal to the number complete turn in a period of time that equals to 1 second.\" [NIST:NIST]"@en	
<http://purl.obolibrary.org/obo/CHEBI_48901>	"An azole in which the five-membered heterocyclic aromatic skeleton contains a N atom and one S atom."@en	
<https://w3id.org/pmd/co/PMD_0020076>		
<http://purl.obolibrary.org/obo/CHEBI_26708>	"An alkali metal atom that has formula Na."	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000005>	"A gathering of individual points with an unstructured spatial structure"@en	
<http://purl.obolibrary.org/obo/CHEBI_137980>	"An atom of an element that exhibits properties that are between those of metals and nonmetals, or that has a mixture of them. The term generally includes boron, silicon, germanium, arsenic, antimony, and tellurium, while carbon, aluminium, selenium, polonium, and astatine are less commonly included."	
<http://purl.obolibrary.org/obo/OBI_0000011>	"A process that realizes a plan which is the concretization of a plan specification."@en	
<http://purl.obolibrary.org/obo/CHEBI_30501>	"Alkaline earth metal atom with atomic number 4."	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000529>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000337>	"substance added to a rubber or rubber latex to form a mix"@en	
<https://w3id.org/pmd/co/PMD_0000508>		
<http://purl.obolibrary.org/obo/CHEBI_33351>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000023>	"\"The exterior orientation consists of six parameters which describe the spatial position and orientation of the camera coordinate system with respect to the global object coordinate system\" (Luhmann et al. 2020: 277)"@en	
<https://w3id.org/pmd/co/PMD_0000944>		
<https://w3id.org/pmd/co/PMD_0000835>		
<http://purl.obolibrary.org/obo/OBI_0000387>	"A cool function is a function to decrease the internal kinetic energy of a material below the initial kinetic energy of that type of material."@en	
<https://w3id.org/pmd/co/PMD_0000968>		
<https://w3id.org/pmd/co/PMD_0000617>		
<https://w3id.org/pmd/co/PMD_0000859>		
<https://w3id.org/pmd/co/PMD_0020053>		
<http://purl.obolibrary.org/obo/CHEBI_25585>		
<https://w3id.org/pmd/co/PMD_0000920>		
<http://purl.obolibrary.org/obo/IAO_0000179>	"A histogram is a report graph which is a statistical description of a\ndistribution in terms of occurrence frequencies of different event classes."@en	
<https://w3id.org/pmd/co/PMD_0000811>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000370>	"Abstand zwischen den Walzenoberflächen einer Walze oder eines Kalanders, gemessen zwischen den Mittelpunkten"@de	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000294>	"Handelsname für ein spezifischen EPDM-Kautschuk"@de	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000337>	"Substanz, die zu einem Kautschuk oder einem Latex gegeben wird, um eine Mischung herzustellen"@de	
<https://w3id.org/pmd/co/PMD_0001024>		
<http://purl.obolibrary.org/obo/BFO_0000146>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000127>	"Parts of a machine entity unit that are bound to wear out with repetitive use and will require periodic repair or replacement based on maintenance interval in the system under investigation. Constitutes an entity of the maintenance cost and material cost group."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000134>	"A person who supports an operator in the system under investigation. Constitutes an entity of the human ressource and the production cost group."@en	
<https://w3id.org/pmd/co/PMD_0020077>		
<http://purl.obolibrary.org/obo/IAO_0000310>	"A collection of information content entities intended to be understood together as a whole"@en	
<http://purl.obolibrary.org/obo/CHEBI_33331>	"A rare earth metal atom that has formula Y."	
<http://purl.obolibrary.org/obo/CHEBI_30682>	"An iron group element atom that has formula Ru."	
<http://purl.obolibrary.org/obo/OBI_0200111>	"An planned process that creates images, diagrams or animations from the input data."@en	
<http://purl.obolibrary.org/obo/CHEBI_36357>	"Any molecular entity consisting of more than one atom."	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000419>		
<http://purl.obolibrary.org/obo/CHEBI_33388>	"An actinoid atom that has formula Pu."	
<https://w3id.org/pmd/co/PMD_0000618>		
<https://w3id.org/pmd/co/PMD_0000509>		
<https://w3id.org/pmd/co/PMD_0000812>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000651>	"A concentration quality inhering in a bearer by virtue of the bearer's containing acid (hydrogen ions)."@en	
<https://w3id.org/pmd/co/PMD_0000945>		
<https://w3id.org/pmd/co/PMD_0000836>		
<https://w3id.org/pmd/co/PMD_0000969>		
<https://w3id.org/pmd/co/PMD_0020030>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000290>	"Kautschuk, der durch nicht biologische Polymerisation eines oder mehrerer Monomere hergestellt wird"@de	
<https://w3id.org/pmd/co/PMD_0000921>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000161>	"A machine that mixes polymers and additives in the manufacture of plastic and rubber products. Constitutes an entity sub-group of the machine entity."@en	
<http://purl.obolibrary.org/obo/BFO_0000016>		
<https://w3id.org/pmd/co/PMD_0001023>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000289>	"Natur- oder synthetischer Kautschuk, gewöhnlich in Ballen- oder Paketform, welcher das Ausgangsmaterial für die Herstellung von Gummiprodukten darstellt"@de	
<https://w3id.org/pmd/co/PMD_0020078>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000594>	"A concentration measurement protocol for reliably reproducing the ethylene concentration measurement assay."@en	
<http://purl.obolibrary.org/obo/CHEBI_49648>	"A lanthanoid atom that has formula Ho."	
<https://w3id.org/pmd/co/PMD_0020054>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000108>	"Cumulative expression for the value of overarching entity groups (e.g., human ressource, maintenance) within the system under study"@en	
<https://w3id.org/pmd/co/PMD_0000619>		
<https://w3id.org/pmd/co/PMD_0000922>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000381>	"Maschine mit Temperaturregelung, welche einen oder mehrere Rotoren in einer geschlossenen Kammer beinhaltet und zum Mastizieren und/oder zur Einarbeitung und Dispersion von Mischungsbestandteilen in den Kautschuk genutzt wird"@de	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000359>	"A physical quality of the thermal energy of a system."@en	
<https://w3id.org/pmd/co/PMD_0000813>		
<https://w3id.org/pmd/co/PMD_0000946>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000404>	"Length is the amount of space between two geographical points along a curve. It is a base quantity in the International System of Units and other systems of units. Length is speed times time. The metre, a base unit of length in the International System of Units, is defined in terms of speed of light during a certain time interval."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000215>	"A quality of a sample in terms of homogenity, or the distribution of concentration of a specific component in a mixture, in a macroscopic body."@en	
<https://w3id.org/pmd/co/PMD_0020031>		
<http://purl.obolibrary.org/obo/PATO_0001546>	"A physical quality inhering in a bearer by virtue of the bearer's exhibiting the physical characteristics of an entity characterized by particles arranged such that their shape and volume are relatively stable."@en	
<http://purl.obolibrary.org/obo/BFO_0000148>		
<https://w3id.org/pmd/co/PMD_0001022>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000239>	"The use of a digital computer to process digital images through an algorithm."@en	
<http://purl.obolibrary.org/obo/BFO_0000015>		
<https://w3id.org/pmd/co/PMD_0020079>		
<https://w3id.org/pmd/co/PMD_0020055>		
<http://purl.obolibrary.org/obo/CHEBI_33381>	"A lanthanoid atom that has formula Yb."	
